yorum,aspect,sentiment
Hızlı geldi,kargo,pozitif
Hızlı geldi ama uzamsal çalışmıyor,kargo,pozitif
Hızlı geldi eşime anneler günü hediyesi aldım çok beğendi tşk,kargo,pozitif
Hızlı gönderim için teşekkür ederim muazzam bir ses kalitesi var Apple yetkili garanti kapsamında bilginiz olsun gönül rahatlığıyla alabilirsiniz 🙃🙃🙃,genel,pozitif
Hızlı gönderim için teşekkür ederim muazzam bir ses kalitesi var Apple yetkili garanti kapsamında bilginiz olsun gönül rahatlığıyla alabilirsiniz 🙃🙃🙃,ses_goruntu,pozitif
Hızlı kargo. Ürüne gelecek olursak. Bas sesi baskın şarkı sözleri arkadan geliyor gibi. Kulağa güzel oturuyor bir sıkıntı olursa yazarım. İdare eder bir ürün. 3,kargo,pozitif
Hızlı kargo. Ürüne gelecek olursak. Bas sesi baskın şarkı sözleri arkadan geliyor gibi. Kulağa güzel oturuyor bir sıkıntı olursa yazarım. İdare eder bir ürün. 3,ses_goruntu,notr
"Hızlı teslimat , ürün sorunsuz elime ulaştı gayet güzel paketlenmişti satıcıya teşekkür ederim 🙏 ses kalitesi vs çok iyi apple kalitesi zaten 👍👏",kargo,pozitif
"Hızlı teslimat , ürün sorunsuz elime ulaştı gayet güzel paketlenmişti satıcıya teşekkür ederim 🙏 ses kalitesi vs çok iyi apple kalitesi zaten 👍👏",ses_goruntu,pozitif
"Hızlı teslimat , ürün sorunsuz elime ulaştı gayet güzel paketlenmişti satıcıya teşekkür ederim 🙏 ses kalitesi vs çok iyi apple kalitesi zaten 👍👏",ambalaj,pozitif
Hızlı ve güzel bir paketleme ile elime ulaştı çok teşekkürler tavsiye ederim,genel,pozitif
Hızlı ve güzel bir paketleme ile elime ulaştı çok teşekkürler tavsiye ederim,kargo,pozitif
Hızlı ve güzel bir paketleme ile elime ulaştı çok teşekkürler tavsiye ederim,ambalaj,pozitif
Hızlı ve sorunsuz teslim aldım teşekkür ederim,kargo,pozitif
Iphone'um ile entegre olsun diye airpod aldım ancak dışarıdaki sesi hiç engellemiyor anlamadım.,ses_goruntu,notr
"Kadikoy icinden elimize ulasmasi bes gun surdu, gec kargolandi.",kargo,negatif
Kalite iyi sll kulakta bir sıkıntı yaşadık fakat apple servisinde değiştirdiler.,kalite,notr
Kalite kalıte 😀aldıktan hemen sonra apple kaydına yaptırdım garantısını başlattım faturasıyla,kalite,notr
Kaliteli bir ürün fiyatı da uygun,kalite,pozitif
Kaliteli bir ürün fiyatı da uygun,fiyat,pozitif
Kaliteli ve güzel,kalite,pozitif
Kalitesi .,kalite,notr
Kalitesi ve fiyatı çok iyi hızlı kargo için satıcıya teşekkür ederim..,kargo,pozitif
Kalitesi ve fiyatı çok iyi hızlı kargo için satıcıya teşekkür ederim..,kalite,pozitif
Kalitesi ve fiyatı çok iyi hızlı kargo için satıcıya teşekkür ederim..,fiyat,pozitif
Kalitesiz bi ürün kalitesiz demememin sebebi sesi sesi çok az geliyor tasarım yani iadare eder ama sesi az geldiği için kozmatiği övmenin manası yok,kalite,negatif
Kalitesiz bi ürün kalitesiz demememin sebebi sesi sesi çok az geliyor tasarım yani iadare eder ama sesi az geldiği için kozmatiği övmenin manası yok,ses_goruntu,negatif
Kargo hızlı teslim edildi. Lakin içerisinden kulaklık çıkmadı ve sesi dışarı oldukça yansıtıyor.,kargo,pozitif
Kargo hızlı teslim edildi. Lakin içerisinden kulaklık çıkmadı ve sesi dışarı oldukça yansıtıyor.,ses_goruntu,negatif
"Kargo hızlıydı, paketleme daha iyi olabilir. Garanti başlama tarihinde sıkıntı yaşamadım. Sesi, mikrofonu ve şarj süresi gayet iyi fakat kutusunun şarjı hızlı b",kargo,pozitif
"Kargo hızlıydı, paketleme daha iyi olabilir. Garanti başlama tarihinde sıkıntı yaşamadım. Sesi, mikrofonu ve şarj süresi gayet iyi fakat kutusunun şarjı hızlı b",batarya,negatif
"Kargo hızlıydı, paketleme daha iyi olabilir. Garanti başlama tarihinde sıkıntı yaşamadım. Sesi, mikrofonu ve şarj süresi gayet iyi fakat kutusunun şarjı hızlı b",ses_goruntu,pozitif
"Kargo hızlıydı, paketleme daha iyi olabilir. Garanti başlama tarihinde sıkıntı yaşamadım. Sesi, mikrofonu ve şarj süresi gayet iyi fakat kutusunun şarjı hızlı b",ambalaj,pozitif
Kargo kutusu gayet korunaklıydı. Apple kalitesi sorunsuz teslim edildi,kargo,pozitif
Kargo kutusu gayet korunaklıydı. Apple kalitesi sorunsuz teslim edildi,kalite,pozitif
Kargo kutusu gayet korunaklıydı. Apple kalitesi sorunsuz teslim edildi,ambalaj,pozitif
Kargo kutusu içinde hiçbir patpata ya da koruyucu malzemeye sarılmadan gönderildi. Sanki manavdan elma alıyoruz işinizi düzgün yapın,kargo,notr
Kargo kutusu içinde hiçbir patpata ya da koruyucu malzemeye sarılmadan gönderildi. Sanki manavdan elma alıyoruz işinizi düzgün yapın,kalite,notr
Kargo kutusu içinde hiçbir patpata ya da koruyucu malzemeye sarılmadan gönderildi. Sanki manavdan elma alıyoruz işinizi düzgün yapın,batarya,notr
Kargo kutusu içinde hiçbir patpata ya da koruyucu malzemeye sarılmadan gönderildi. Sanki manavdan elma alıyoruz işinizi düzgün yapın,ambalaj,notr
Kargo çok geç geldi.,kargo,negatif
Kargo çok uğraştırıcıydı 1 haftaya teslim edildi ürün şuanlık güzel fakat garantisi tam 2 yıl olarak gelmedi,kargo,notr
Kendime hediye aldımmm Güvenilir satıcı ürün orjinal geldi hiç bir sıkıntısı yok teşekkürler 🩵🩷🩵 birde kılıf aldım çok tatlı olduuu ✨🤎,kalite,pozitif
"Kesinlikle MediaMarkttan satın almayın, sipariş tarihim 7 Kasım elime geçişi 10 Kasım ürünün kurdum garanti bitme sürem 31 Ekim yani 10 gün önceden kurulmuş gib",genel,negatif
Kesinlikle almayın asla önermiyorum sipariş ettim sol kulaklık cızırtılı geldi bazı müziklerde belli oluyordu ama fazla basslı müziklerde belli olmuyordu ve sür,genel,negatif
Kesinlikle almayın asla önermiyorum sipariş ettim sol kulaklık cızırtılı geldi bazı müziklerde belli oluyordu ama fazla basslı müziklerde belli olmuyordu ve sür,kargo,notr
Kesinlikle almayın asla önermiyorum sipariş ettim sol kulaklık cızırtılı geldi bazı müziklerde belli oluyordu ama fazla basslı müziklerde belli olmuyordu ve sür,ses_goruntu,negatif
Kesinlikle daha önce müzik dinlemiyormuşum o derece iyi. 1 günde elime ulaştı gerçekten çok memnunum,genel,pozitif
Kesinlikle daha önce müzik dinlemiyormuşum o derece iyi. 1 günde elime ulaştı gerçekten çok memnunum,kargo,pozitif
Konuşurken ses karşı tarafa sağlıklı gitmiyor ama müzik dinlemek için alıyorsanız alın,ses_goruntu,negatif
Kulagimi acitti ama urun guzel,genel,pozitif
Kulaklık da sıkıntı var konuşurken sesım net gitmiyor nasıl iletişime geçebilirim,ses_goruntu,negatif
Kulaklık elime sorunsuz ulaştı ancak garanti kapsam süresi bitmiş şekilde elime ulaştı mecburen trendyol üzerinden sigortalamak zorunda kaldım,kargo,pozitif
Kulaklık güzel tavsiye ederim.,genel,pozitif
Kulaklık ilk bağlandığında ve ara ara hışırtı ses çıkarıyor. Daha çok sinyal sesi gibi. Onun dışında güzel kulaklık.,ses_goruntu,pozitif
Kulaklık kendi kndine sıfırlanıyor şarjı hiç kullanma kutunun içinde şarj yiyor hiçkimse yardımcı olmadı garanti falanda kapsamıyor bu arada kesinlikle ama kesi,batarya,notr
Kulaklık seri numaraları farklı,genel,negatif
Kulaklığımda bu şekilde demir parçaları oluşuyor daha yeni almama rağmen bi açıklama yaparmısınız?,genel,notr
Kulaklığımın sağ tarafından ses gelmeye başladı. Ürünü apple mağazasına götürdüğümde fatura tarihinin aldığım tarihten daha erken kesildiğini gördüler ve bu yan,ses_goruntu,pozitif
Kulaklığın iki tanesi aynı anda çalışmıyor. Sol çalışırken sağ çalışmıyor. Başka cihazlardan baktığımda kulaklığın adı dahi gözükmüyor.,genel,negatif
Kulakta emanet gibi duruyor düştü düşecek sanki. Ayrıca neden şarj girişi iPhone kablo uç değil 🤦🏻‍♀️,batarya,notr
Kulakta rahatsız etmıyor apple kalıtesıı,kalite,notr
Kulaktan sürekli düşmesi dışında problem yok gayet iyi,genel,pozitif
Kulağa oturması güzel ama ses kalitesini ben pek beğenmedim ama iş görür bu fiyata bu kadar,fiyat,notr
Kulağa oturması güzel ama ses kalitesini ben pek beğenmedim ama iş görür bu fiyata bu kadar,ses_goruntu,notr
Kulağa tam oturmuyor düşüyor memnun kalmadım.,genel,negatif
Kulağımdan sürekli düşüyor. Alalı 2 gün oldu ve kullanmayı bıraktım. Airpods 2 kullanıyordum ve hiç düşmüyordu. Kulak deliği epey büyük olmayanlar almasın.,genel,negatif
Kullanmaya başladım uzun süredir almak istiyordum içinde şarj kablosu yok yeni nesillerin hiçbirinde yok typce girişi ses kalitesi çok güzel baslar çok iyi teşe,ses_goruntu,pozitif
Kuponla güzel bi fiyata aldım orjinal begendim,genel,pozitif
Kuponla güzel bi fiyata aldım orjinal begendim,kalite,pozitif
Kuponla güzel bi fiyata aldım orjinal begendim,fiyat,pozitif
"Kusurlu geldi, uğraşmamak için iade etmedim; kutu içi seri numarası, kutu dışı ve airpods içindeki seri numarayla aynı değil. Apple destekten bilgi almanızı öne",kalite,negatif
Kutusu küçülmüş kablo le cıkmıyor bu parayı haketmiyor bi kulaklık bu para olamaz,fiyat,negatif
Küçük ama baya iyi bir ürün tavsiye ederim ses kalitesi mükemmel,genel,pozitif
Küçük ama baya iyi bir ürün tavsiye ederim ses kalitesi mükemmel,ses_goruntu,pozitif
Kızım için aldım.  Çok beğendi,genel,pozitif
Kızıma aldım. Çok güzel bir ürün. Ses kalitesi mükemmel. Orijinal bir ürün.,genel,pozitif
Kızıma aldım. Çok güzel bir ürün. Ses kalitesi mükemmel. Orijinal bir ürün.,ses_goruntu,pozitif
Lenovo kulaklığım daha dışarı ses vermezken bu efsane ses veriyo. Ama ses kalitesi çok iyi olduğu için devamlı olarak kullanıyorum.,ses_goruntu,pozitif
MEDİMARKT güvendiğim marka orjinal ürün.,kalite,pozitif
Media Marketten aldığım 2. Nesil kulaklığım bundan iyiydi piyasada olmadığı için tekrar alamadım maalesef onun çekim alanı da süperdi kaç metre uzaklıktan algıl,kalite,pozitif
Media markt tan aldım kulaklığın garantisi 1.5 ay önce başlamış gözüküyor.,genel,negatif
Merhaba aldığım kulaklıkta şarj problemi yaşıyorum. Şarjı hemen bitiyor ve şarj kutusu %4 ten fazla dolmuyor. Garanti kapsamında ilgilenir misiniz??,batarya,negatif
Merhaba kulaklık aldım fakat şarjı bir dakikada bitiyor bu konuda bana yardımcı olabilirmisiniz,batarya,negatif
Merhaba ürünün sol teki çalışmıyor,genel,negatif
Merhaba ürünün şarj problemi var ancak 2 şarkı dinleyebiliyorum yardımcı olur musunuz,batarya,negatif
Mikrofon sorunu vardı kapatıp açtım düzeldi. GARANTİ 6 AY ÖNCEDEN BAŞLATILMIŞ. Değişim yapmayacakları için uğraşmadım ama şehrinizde mediamarkt varsa gidin orda,ses_goruntu,negatif
Muhteşem bir ürün kesinlikle almalısınız bağlantı hızı ses kalitesi çok iyi çok beğendim 👏👏👏,genel,pozitif
Muhteşem bir ürün kesinlikle almalısınız bağlantı hızı ses kalitesi çok iyi çok beğendim 👏👏👏,ses_goruntu,pozitif
Mükemmel geldi ses kalitesi efsane ve telefonla da güzelce konuşuluyor,genel,pozitif
Mükemmel geldi ses kalitesi efsane ve telefonla da güzelce konuşuluyor,ses_goruntu,pozitif
Müthiş satıcı müthiş ürün gönül rahatlığıyla alın aldırın kesinlikle orijinal ses kalitesi muazzam apple farkı :),ses_goruntu,pozitif
Müthişş alın aldırın airpods 2 kullanan biri olarak farkları elle tutulur gürültü engelleyici,ses_goruntu,notr
Müzik dinlemekten keyif alamıyorum ses seviyesi hiç tatmin edici değil.Beklediğim gibi çıkmadı maalesef.,ses_goruntu,negatif
Nasıl 2. Nesil anlamadim sarji cabuk bitior 2-3 yil once aldigim powaray cakma kullaklik hala daha uzun sure gidior sarji okadar video izleyip dinliom bundan ca,kalite,pozitif
Nasıl 2. Nesil anlamadim sarji cabuk bitior 2-3 yil once aldigim powaray cakma kullaklik hala daha uzun sure gidior sarji okadar video izleyip dinliom bundan ca,batarya,negatif
Nasıl 2. Nesil anlamadim sarji cabuk bitior 2-3 yil once aldigim powaray cakma kullaklik hala daha uzun sure gidior sarji okadar video izleyip dinliom bundan ca,ses_goruntu,pozitif
Nasıl bir haksızlık daha 2 gün önce aldım fiyat 7999 tl fen 7499 tl ye düşmüş gibi gösteriyorlardı şimdi tam tersi 7499 tl den 6800 e düşürmüş gibi bu ürün gerç,fiyat,notr
Ne demek yalnızca 1 adet alabilirim,genel,notr
Neden şarj aleti yok yani bu kadar para veriyoruz niye şarj aleti yok,fiyat,negatif
Neden şarj aleti yok yani bu kadar para veriyoruz niye şarj aleti yok,batarya,negatif
Nestech satıcısından aldığım ürünü seri numarasından kontrol edebildim fakat garanti süresinin bitmesine bir ay kaldığını gösteriyor kulaklığın şarj kutusunda d,batarya,negatif
Orijinal apple ürünü media markttan aldım satıcıya cok dikkat edin alırken . Kargo cok güzel paketlenmişti ve 1 günde geldi. Fiyatı piyasanın en uygunuydu teşek,kargo,pozitif
Orijinal apple ürünü media markttan aldım satıcıya cok dikkat edin alırken . Kargo cok güzel paketlenmişti ve 1 günde geldi. Fiyatı piyasanın en uygunuydu teşek,kalite,pozitif
Orijinal apple ürünü media markttan aldım satıcıya cok dikkat edin alırken . Kargo cok güzel paketlenmişti ve 1 günde geldi. Fiyatı piyasanın en uygunuydu teşek,fiyat,pozitif
Orijinal apple ürünü media markttan aldım satıcıya cok dikkat edin alırken . Kargo cok güzel paketlenmişti ve 1 günde geldi. Fiyatı piyasanın en uygunuydu teşek,ambalaj,pozitif
Orijinal geldi ama anlamadığım şey şu garanti kaydetmede sorun yaşadım satın aldığım tarihi kabul etmedi destekten bağlandığımda da mayıs 2025 e kadar garanti g,genel,negatif
Orijinal geldi ama anlamadığım şey şu garanti kaydetmede sorun yaşadım satın aldığım tarihi kabul etmedi destekten bağlandığımda da mayıs 2025 e kadar garanti g,kalite,negatif
Orijinal satıcı,kalite,pozitif
Orijinal ve güzel beğendim,genel,pozitif
Orijinal ve güzel beğendim,kalite,pozitif
Orijinal ürün hızlı geldi fakat Ekim ayında sipariş verdim garanti başlangıç süresi Mayıs gözüküyor,kargo,pozitif
Orijinal ürün hızlı geldi fakat Ekim ayında sipariş verdim garanti başlangıç süresi Mayıs gözüküyor,kalite,pozitif
Orijinal ürün ve çok memnunum 💜😍,genel,pozitif
Orijinal ürün ve çok memnunum 💜😍,kalite,pozitif
Orijinalliği konusunda emin olamadım tam olarak,kalite,pozitif
Orjinal 2 aydır kullanıyorum gayet memnunum,genel,pozitif
Orjinal 2 aydır kullanıyorum gayet memnunum,kalite,pozitif
Orjinal olduğundan çok şüpeliyim,kalite,pozitif
Orjinal paketlemede çok iyi,kalite,pozitif
Orjinal paketlemede çok iyi,ambalaj,pozitif
Orjinal ürün geliyor bu fiyata başka yerde ... bulursunuz . Xiaomi cihazlarda kapak açtığınız zaman animasyon ile beraber telefonla bağlantı kuruyor parasinin ç,kalite,pozitif
Orjinal ürün geliyor bu fiyata başka yerde ... bulursunuz . Xiaomi cihazlarda kapak açtığınız zaman animasyon ile beraber telefonla bağlantı kuruyor parasinin ç,fiyat,pozitif
Orjinal ürün hızlı ve sorunsuz teslimat teşekkür ederim,kargo,pozitif
Orjinal ürün hızlı ve sorunsuz teslimat teşekkür ederim,kalite,pozitif
Orjinal ürün oğluma hediye aldım daha kendime de almıştım çok beğendim,genel,pozitif
Orjinal ürün oğluma hediye aldım daha kendime de almıştım çok beğendim,kalite,pozitif
Orjinal ürün paketlemesi de iyiydi,kalite,pozitif
Orjinal ürün paketlemesi de iyiydi,ambalaj,pozitif
Orjinalliğinden hiç şüpheniz olmasın terredüt etmiştim alırken nişanlıma doğum günü hediyesi olarak aldım  çok memnun,genel,pozitif
Orjinalliğinden hiç şüpheniz olmasın terredüt etmiştim alırken nişanlıma doğum günü hediyesi olarak aldım  çok memnun,kalite,pozitif
Ortlama 1 haftadır kullanıyorum . Son 2-3 gündür sol kulaklıkta cızırtı hissetmeye başladım . Bu konuda yardımcı olabilir misiniz ?,ses_goruntu,negatif
Oğlum için aldım çok beğendi.,genel,pozitif
Oğlum için aldım. Ses kalitesini çok beğendi. Severek kullanıyor. Teşekkürler.,ses_goruntu,pozitif
Paketle çok iyidi ses kalitesi de oldukça yüksek,ses_goruntu,pozitif
Paketleme gayet iyi ve kargo hızlıydı ürün sorunsuz geldi ve sorunsuz kullanıyorum,kargo,pozitif
Paketleme gayet iyi ve kargo hızlıydı ürün sorunsuz geldi ve sorunsuz kullanıyorum,ambalaj,pozitif
Paketleme iyiydi. Sapa saglam geldi. Sevgilime almistim cok mutlu oldu,kalite,pozitif
Paketleme iyiydi. Sapa saglam geldi. Sevgilime almistim cok mutlu oldu,ambalaj,pozitif
Paketleme kargolama başarılıydı beğendim 👍🏼,genel,pozitif
Paketleme kargolama başarılıydı beğendim 👍🏼,kargo,pozitif
Paketleme kargolama başarılıydı beğendim 👍🏼,ambalaj,pozitif
Paketleme özenliydi sorunsuz teslim edildi orjinal ürün sıkıntı yok beğendim,genel,pozitif
Paketleme özenliydi sorunsuz teslim edildi orjinal ürün sıkıntı yok beğendim,kargo,pozitif
Paketleme özenliydi sorunsuz teslim edildi orjinal ürün sıkıntı yok beğendim,kalite,pozitif
Paketleme özenliydi sorunsuz teslim edildi orjinal ürün sıkıntı yok beğendim,ambalaj,pozitif
Paranla rezil olmak istiyosanız alın  satıcı vatan. Trendyol üzerinden alındığı için şubeleri hiç bir şey yapmıyor aynı şekilde müşteri hizmetleride. Şarjada sı,fiyat,notr
Paranla rezil olmak istiyosanız alın  satıcı vatan. Trendyol üzerinden alındığı için şubeleri hiç bir şey yapmıyor aynı şekilde müşteri hizmetleride. Şarjada sı,batarya,notr
Rüzgarlı havada (bisiklet sürerken vs.) mikrofonu sesi almıyor ama kullanım ve müzik olarak mükemmel,genel,pozitif
Rüzgarlı havada (bisiklet sürerken vs.) mikrofonu sesi almıyor ama kullanım ve müzik olarak mükemmel,ses_goruntu,notr
SAĞ KULAKLIKTAN SES GELMİYOR..TEKRAR TEKRAR BAĞLADIM AMA DÜZELMİYOR. Çıldırdımmm,genel,negatif
SAĞ KULAKLIKTAN SES GELMİYOR..TEKRAR TEKRAR BAĞLADIM AMA DÜZELMİYOR. Çıldırdımmm,ses_goruntu,negatif
"Sadece patpata sarılıp gönderilmiş 😒.Kutuya bile koyulmamış.Kulaklığı denemedim henüz,umarım sorun yoktur ve orijinaldir",kalite,pozitif
"Sadece patpata sarılıp gönderilmiş 😒.Kutuya bile koyulmamış.Kulaklığı denemedim henüz,umarım sorun yoktur ve orijinaldir",ambalaj,notr
Sakın almayın ilgisiz satıcı,genel,negatif
Sakın almayın çak ürün satıyorlar,genel,negatif
Sakın almayın ürün arızalı çıktı iade ettim ürün de sorun yok diye geri gönderdiler trendyol da yardımcı olmadı sakın almayın,genel,negatif
Sakın almayın ürün arızalı çıktı iade ettim ürün de sorun yok diye geri gönderdiler trendyol da yardımcı olmadı sakın almayın,kalite,negatif
Satın aldığımda garantisi 1 yıl sonra bitiyor gözüküyordu apple sağolsun aradım ve hallettim,genel,negatif
Satın almamın üstünden 1 sene geçti hiçbir darbe düşme bi sıkıntı yaşamamasına rağmen ilk önce sol bağlanmadı şarj dahi olmadı sonra reset attım düzelmişti üzer,batarya,negatif
Sağ kulaklık çalışmıyor,genel,negatif
Sağ kulaklık çalışmıyor iade bilr edemiyorum rezillik resmen mediamarkt artık alışveriş yapmayacağım,genel,negatif
"Sağ kulaklık çalışmıyor, acil bir şekilde değişimini talep ediyorum.",genel,negatif
Sağ kulaklığın bassı az geliyor,ses_goruntu,notr
Ses falan süper Apple kalitesi fakat şarj bitmiş geldi,kalite,pozitif
Ses falan süper Apple kalitesi fakat şarj bitmiş geldi,batarya,negatif
Ses falan süper Apple kalitesi fakat şarj bitmiş geldi,ses_goruntu,pozitif
Ses güzel ama şarj problemi var. Az kullanmama rağmen tek kullanışta şarjı bitiyor en ihtiyacım olan yerde bir bakıyorum şarjı yok. Sabah 100 olan şarj 2 saat b,batarya,negatif
Ses güzel ama şarj problemi var. Az kullanmama rağmen tek kullanışta şarjı bitiyor en ihtiyacım olan yerde bir bakıyorum şarjı yok. Sabah 100 olan şarj 2 saat b,ses_goruntu,pozitif
Ses güzel ve sağlam paket elime ulaştı.,kargo,pozitif
Ses güzel ve sağlam paket elime ulaştı.,kalite,pozitif
Ses güzel ve sağlam paket elime ulaştı.,ses_goruntu,pozitif
Ses güzel ve sağlam paket elime ulaştı.,ambalaj,notr
Ses her şey çok güzel. Başta kararsız kalmıştım almaktan ama iyi ki almışım. Garantisi de 2024 ekime kadar geçerli.,ses_goruntu,pozitif
Ses iyi fakat konuşmada karşı taraf beni zor duyuyor,ses_goruntu,pozitif
"Ses kalitesi , sessiz ortamlarda güzel fakat yoğun ortam ve dış ortamda sessiz kalıyor.Konuşurken ses kesiliyor",ses_goruntu,pozitif
Ses kalitesi baya iyi apple ile tam uyumlu bayıldım,genel,pozitif
Ses kalitesi baya iyi apple ile tam uyumlu bayıldım,ses_goruntu,pozitif
"Ses kalitesi gayet iyi. Paketlemede özenliydi , teşekkürler .",ses_goruntu,pozitif
"Ses kalitesi gayet iyi. Paketlemede özenliydi , teşekkürler .",ambalaj,pozitif
Ses kalitesi güzel,ses_goruntu,pozitif
Ses kalitesi güzel ama dışarıya sesi çok fazla veriyor çok düşükte bile yanındaki duyuyor ne dinlediğini kutuda bi typ c şarj kablosu olsaydı iyi olurdu :/,batarya,notr
Ses kalitesi güzel ama dışarıya sesi çok fazla veriyor çok düşükte bile yanındaki duyuyor ne dinlediğini kutuda bi typ c şarj kablosu olsaydı iyi olurdu :/,ses_goruntu,pozitif
Ses kalitesi iyi,ses_goruntu,pozitif
Ses kalitesi iyi ama mikrofonu çok çok kötü karşıdakine ses boğuk gidiyor keşke almasaydım,ses_goruntu,negatif
Ses kalitesi iyi değil farklı marka telefona sahip arkadaşlara özellikle iPhone kullanıcılarına tavsiye etmiyorum denedim karşı tarafla görüşme müzik dinleme ba,genel,negatif
Ses kalitesi iyi değil farklı marka telefona sahip arkadaşlara özellikle iPhone kullanıcılarına tavsiye etmiyorum denedim karşı tarafla görüşme müzik dinleme ba,ses_goruntu,negatif
Ses kalitesi kullanımı gerçekten çok rahat kargoda sağlam geldi telefona bağlanması sorunsuz şarjı uzun süre gidiyor.,kargo,pozitif
Ses kalitesi kullanımı gerçekten çok rahat kargoda sağlam geldi telefona bağlanması sorunsuz şarjı uzun süre gidiyor.,batarya,pozitif
Ses kalitesi kullanımı gerçekten çok rahat kargoda sağlam geldi telefona bağlanması sorunsuz şarjı uzun süre gidiyor.,ses_goruntu,pozitif
Ses kalitesi kullanışlılık harika ancak bir kere yere düşürmemde hemen kulaklık çizildi sorun oluşturmuyor olmasına rağmen kullanırken dikkatli olmak gerekiyor,genel,pozitif
Ses kalitesi kullanışlılık harika ancak bir kere yere düşürmemde hemen kulaklık çizildi sorun oluşturmuyor olmasına rağmen kullanırken dikkatli olmak gerekiyor,ses_goruntu,pozitif
Ses kalitesi muazzam. Bende vardı şimdi eşime de aldım çok çok beğendi. Hem bir şeyler dinleyebiliyorsunuz hem de dışarıdaki sesleri duyuyorsunuz buna rağmen di,ses_goruntu,pozitif
Ses kalitesi mükemmel eşime hediye  olarak aldım çok beğendi,genel,pozitif
Ses kalitesi mükemmel eşime hediye  olarak aldım çok beğendi,ses_goruntu,pozitif
"Ses kalitesi mükemmel, şarj performansını kullanmaya devam ettikçe göreceğiz. Paketleme de çok iyiydi tek sorun ürün çok geç elime ulaştı. Alacaklar 1-2 güne el",genel,pozitif
"Ses kalitesi mükemmel, şarj performansını kullanmaya devam ettikçe göreceğiz. Paketleme de çok iyiydi tek sorun ürün çok geç elime ulaştı. Alacaklar 1-2 güne el",kargo,negatif
"Ses kalitesi mükemmel, şarj performansını kullanmaya devam ettikçe göreceğiz. Paketleme de çok iyiydi tek sorun ürün çok geç elime ulaştı. Alacaklar 1-2 güne el",batarya,pozitif
"Ses kalitesi mükemmel, şarj performansını kullanmaya devam ettikçe göreceğiz. Paketleme de çok iyiydi tek sorun ürün çok geç elime ulaştı. Alacaklar 1-2 güne el",ses_goruntu,pozitif
"Ses kalitesi mükemmel, şarj performansını kullanmaya devam ettikçe göreceğiz. Paketleme de çok iyiydi tek sorun ürün çok geç elime ulaştı. Alacaklar 1-2 güne el",ambalaj,negatif
Ses kalitesi mükemmel.,genel,pozitif
Ses kalitesi mükemmel.,ses_goruntu,pozitif
"Ses kalitesi sebebiyle puan kırdım, bas veyatta tiz sesleri çok yüksek vurgulamiyor şahsen çok beğenmedim iade edicem",ses_goruntu,negatif
Ses kalitesi çok düşük maalesef,ses_goruntu,negatif
Ses kalitesi çok güzel kendime hediye aldım bayıldım,genel,pozitif
Ses kalitesi çok güzel kendime hediye aldım bayıldım,ses_goruntu,pozitif
Ses kalitesi çok iyi fakat son ses açınca dışarı sanki kulaklık takmamışım gibi ses gidiyor bu yönü çok kötü .,ses_goruntu,negatif
"Ses kalitesi çok iyi, ürünü aldığımda garanti süresini kontrol etmek için appleın sitesine seri numarasını girdim fakat aldığım tarih işlenmemişti, apple müşter",ses_goruntu,pozitif
"Ses kalitesi, kullanım rahatlığı içime sindi. Tavsiye ediyorum, tereddüt etmeden alınabilecek bir ürün.",genel,pozitif
"Ses kalitesi, kullanım rahatlığı içime sindi. Tavsiye ediyorum, tereddüt etmeden alınabilecek bir ürün.",ses_goruntu,pozitif
Ses mükemmel kesinlikle tavsiye ederim,genel,pozitif
Ses mükemmel kesinlikle tavsiye ederim,ses_goruntu,pozitif
Ses patlak gibi geliyor bazen kulaktan düşüyor ve poşetin içine göstermelil şişme koymuşlar kulaklık bir yerde koruma bir yerde bu paraya idare eder,fiyat,negatif
Ses patlak gibi geliyor bazen kulaktan düşüyor ve poşetin içine göstermelil şişme koymuşlar kulaklık bir yerde koruma bir yerde bu paraya idare eder,ses_goruntu,negatif
Ses seviyesi çok düşük ama hafif kulağı ağırtmıyor,ses_goruntu,negatif
Ses yalandan geliyor hoşuma gitmedi bundan önce de redmi nin modelini kullandım çok iyidi,ses_goruntu,pozitif
"Ses çok az geliyor sevmedim kulağa tam oturmuyor iç kulak olmasına rağmen , şarjı uzun gidiyor sadece",batarya,pozitif
"Ses çok az geliyor sevmedim kulağa tam oturmuyor iç kulak olmasına rağmen , şarjı uzun gidiyor sadece",ses_goruntu,pozitif
Ses çok iyi sadece oyun oynarken boğuk bir ses oluyor oyuna gir çık yapınca az biraz düzeliyor onun dışında çok memnunum,genel,pozitif
Ses çok iyi sadece oyun oynarken boğuk bir ses oluyor oyuna gir çık yapınca az biraz düzeliyor onun dışında çok memnunum,ses_goruntu,negatif
Ses çok iyi çok hızlı geldi teşekkürler🤗,kargo,pozitif
Ses çok iyi çok hızlı geldi teşekkürler🤗,ses_goruntu,pozitif
Sesi boyutu ses kalitesi çok güzel ses engelleme özelliğide var çok beşenerek kullanıyorum hayatımı kolaylaştırdı,ses_goruntu,pozitif
Sesi güzel önce şüphe ettim orijinalliğinden sonra kızım araştırdı orjinal ürün paketlemeside güzeldi teşekkür ederim 🙏,kalite,pozitif
Sesi güzel önce şüphe ettim orijinalliğinden sonra kızım araştırdı orjinal ürün paketlemeside güzeldi teşekkür ederim 🙏,ses_goruntu,pozitif
