yorum,aspect,sentiment
Almayın aldırmayın bir youtubeye girmek için yarım saate açılmasını bekledim aşırı donuyor daha sabah geldi bilgisayar yeni açtım. Fiyatı uygun diyecekseniz dem,kargo,pozitif
aşşırı yavaş. daha yeni olmasına rağmen böyleyse ileride nasıl olur bilemiyorum. basit işler için almama rağmen onları dahi tin tin anca yapıyor. iadeye gönderd,genel,negatif
Güncellenmiyor,genel,notr
keşke almadaydim  ya saçma sapan hiç bir özelliği olmayan ağır çalışan bir bilgisayar tavsiye etmiyorum. ve aşırı hızlı bitiyor şarji dandik bir bilgisayar 👎,genel,negatif
keşke almadaydim  ya saçma sapan hiç bir özelliği olmayan ağır çalışan bir bilgisayar tavsiye etmiyorum. ve aşırı hızlı bitiyor şarji dandik bir bilgisayar 👎,batarya,negatif
beğenmedim maalesef çok yavaş,genel,negatif
Aşırı donuyor iade ettim kabul etmediler. Açılan kullanılan ürün iade alınmıyormuş. Ben bunu kullanmadan yavaş olup olmadığını nereden bileceğim. Tek yaptığım t,genel,negatif
Cok yavas donuyor,genel,negatif
malesef böyle rezil bir şey görmedim 3 saattir ugrasiyoruz bi oturum acmadi bi İnternet bağlantısı yok diyip duruyor yorumlara da baktım malesef kronik sorunu b,genel,negatif
Çöpün çöpü 5 para etmez,genel,negatif
ya daha bugün aldım ama PlayStore inmiyor hiçbir şey inmiyor ne yapacağımı bilmiyorum yaa iade edilirse iade edeceğim,genel,negatif
daha çok yeni olduğu için performansına dair yorum yapamıyorum. ısınma sorunu yaşamadık paket kargo çok iyiydi hasarsızca geldi. ben Word vb. Office programları,genel,notr
daha çok yeni olduğu için performansına dair yorum yapamıyorum. ısınma sorunu yaşamadık paket kargo çok iyiydi hasarsızca geldi. ben Word vb. Office programları,kargo,pozitif
daha çok yeni olduğu için performansına dair yorum yapamıyorum. ısınma sorunu yaşamadık paket kargo çok iyiydi hasarsızca geldi. ben Word vb. Office programları,ambalaj,pozitif
Dünyanın en kötü bilgisayarı kasma donma ne ararsan var,genel,negatif
Ürün istediğim ses kalitesinde olmadığı için iademi kabul etmediler tredyol beni aradı kendileri de değil alıcak olan kişiler biraz daha para verip kaliteli ola,ses_goruntu,negatif
Ürün istediğim ses kalitesinde olmadığı için iademi kabul etmediler tredyol beni aradı kendileri de değil alıcak olan kişiler biraz daha para verip kaliteli ola,genel,negatif
Çok yavaştı. Memnun kalmadık 1 hafta kullandık servislik oldu. Sonra başkasına satmak zorunda kaldık.,genel,negatif
kızıma aldım çok kötü sürekli serviste ve dihim yapmıyorlar sarzi takılıyken bile kapaniuor,genel,negatif
kızıma aldım çok kötü sürekli serviste ve dihim yapmıyorlar sarzi takılıyken bile kapaniuor,batarya,negatif
5 para etmez ürün bugün teslim aldım şarjdan çıkardığın anda laptop batarya boş diyip kapanıyor bulaşmayın,batarya,negatif
5 para etmez ürün bugün teslim aldım şarjdan çıkardığın anda laptop batarya boş diyip kapanıyor bulaşmayın,genel,negatif
ses sıkıntısı var,ses_goruntu,negatif
Ben ilk defa aldım ve çok pişmanım çalıştığım için ilk kullanmadım ve fark etmedim ama çok yavaş çalışıyor ve sürekli bir sayfada takılıp kalıyor kullanışını hi,genel,negatif
sakın yanılıp almayın pişmanlık gidin iyi birşey alın tablet vs alın ama bu asla hem yavaş hem kendi kendine kapanıyor pişman olursunuz elimden cıkarmaya calısı,genel,negatif
ürününüz halen donuyor nasıl gönderebilirim işlem yapılmıyor,genel,negatif
Çok kasıyor Öyle böyle değil yani 65 yaşın üzeri için alacaksanız efsane  ele geçmez,genel,negatif
Nasıl bir bilgisayar anlamadım. Alalı 1 hafta olmadı 3-4 gündür donuyor sistemi yavaş. Bu paraya demekki bu ürün. 9250 aldım indirimle. Keşke başka marka baksay,genel,negatif
uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı. sizi bilmem ama bu tür şeyleri gidip mağazadan almak daha iyi.,fiyat,pozitif
uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı. sizi bilmem ama bu tür şeyleri gidip mağazadan almak daha iyi.,ses_goruntu,negatif
uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı. sizi bilmem ama bu tür şeyleri gidip mağazadan almak daha iyi.,genel,negatif
çok kasıyor kızım için almıştım hiç beğenmedim,genel,negatif
şarjı 3 4 saat falan dayanıyor birazda yavaş doluyor uzun süreçte pek iyi olmaz  2 3 sekme açıkken bile çok kasıyor fiyatında altında bir performans malesef,batarya,negatif
şarjı 3 4 saat falan dayanıyor birazda yavaş doluyor uzun süreçte pek iyi olmaz  2 3 sekme açıkken bile çok kasıyor fiyatında altında bir performans malesef,genel,negatif
Çok yavaş kesinlikle almanızı tavsiye etmiyorum,genel,negatif
Aşırı yavaş ya,genel,negatif
Çok yavaş bazen donuyor,genel,negatif
Bi süredir kullanılıyorum ama donuyor ekranı çok geç açılıyor,genel,negatif
Çok kasıyor youtube falan zor kullanıyorum,genel,negatif
Gerçek güzel ve kullanışlı ben yks ye hazırlandığım için almıştım beğendim teşekkür ederim,genel,pozitif
Normal bir süre sonra kullanamıyor kizim çok donyor yavaş çalişyır,genel,negatif
Aldıktan 3 ay sonra sesi çıkmamaya başladı ara ara kasmaya başladı,ses_goruntu,negatif
Aldıktan 3 ay sonra sesi çıkmamaya başladı ara ara kasmaya başladı,genel,negatif
ürün güzeldi ama benim işimi tam olarak görmediği için iade etmek zorunda kaldım,genel,pozitif
ürün güzeldi ama benim işimi tam olarak görmediği için iade etmek zorunda kaldım,genel,negatif
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,kargo,pozitif
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,fiyat,notr
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,genel,pozitif
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,genel,negatif
bilgisayar yavas cok hizli bsy beklemeyin,genel,negatif
Kameram calısmıyor,kalite,negatif
Çok yavaş çalışıyor idare edicm artık,genel,negatif
Ürün Orta Seviye Bir Bilgisayar İş Görür,genel,notr
Hala kurulmadı bekliyorum ekran gidiyo en baştan tekrar %0 oluyor anlamadım .,ses_goruntu,negatif
Hala kurulmadı bekliyorum ekran gidiyo en baştan tekrar %0 oluyor anlamadım .,genel,negatif
idare eder dileyelim ram4 olunca kasıyor bazen,genel,notr
fena değil kullanışlı fp ürünü,genel,pozitif
fena değil kullanışlı fp ürünü,fiyat,notr
bu ekranda kaldı ne ileri gidiyor ne geri napicam,genel,negatif
Ürün güzel kargolanmıştı fakat bataryası ölü geldi. Bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık.,ambalaj,pozitif
Ürün güzel kargolanmıştı fakat bataryası ölü geldi. Bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık.,batarya,negatif
aldıktan iki ay sonra daha doğru düzgün kullanmama rağmen şarji hiç dolmuyor prizden çıkardığım an kapanıyor hep 0 gösteriyor,batarya,negatif
malesefki çok ağır,genel,negatif
pın istiyor nasıl yapicam onu,genel,notr
ürünü aldık sık tasarım güzel ama şarj olmuyor dolduramiyor şarjı bataryadanmi şarj aletinde bilmiyorum zaten hiç kullanılmamış oğlum kullanamadı  şarj erken bi,genel,pozitif
ürünü aldık sık tasarım güzel ama şarj olmuyor dolduramiyor şarjı bataryadanmi şarj aletinde bilmiyorum zaten hiç kullanılmamış oğlum kullanamadı  şarj erken bi,batarya,negatif
şimdiden kasıyor ☹️,genel,negatif
çok kasıyor hiç birsey yüklü olmamasına rağmen işlerinde trenyol için kullanılmasına rağmen şarjı yarım gün yetmiyor çok kasıyor çok ağır,genel,negatif
çok kasıyor hiç birsey yüklü olmamasına rağmen işlerinde trenyol için kullanılmasına rağmen şarjı yarım gün yetmiyor çok kasıyor çok ağır,batarya,negatif
kutu içerisinden şarj kablosu ve adaptör çıkmadı. ürün eksık geldı,batarya,negatif
kutu içerisinden şarj kablosu ve adaptör çıkmadı. ürün eksık geldı,ambalaj,negatif
arada kasması dışında sorun yok,genel,notr
ürün gayet iyi kullanılır,genel,pozitif
Ses çok kısık,ses_goruntu,negatif
Ürün sorunsuz teslim edildi fakat kurulum da sorun yaşıyorum cihaz ilk kurulum da Wi-Fi bulmuyor,kargo,pozitif
Ürün sorunsuz teslim edildi fakat kurulum da sorun yaşıyorum cihaz ilk kurulum da Wi-Fi bulmuyor,genel,negatif
Bu fiyatta bu bilgisayar anca ama yani beğenmedim,fiyat,notr
Bu fiyatta bu bilgisayar anca ama yani beğenmedim,genel,negatif
işte idare eder iş görür sınava hazırlanıyorum işimi goruyorum ha dersen Cook iyi değil eh işte F/P ürün,genel,pozitif
öncelikle satıcıya çok tesekkür ederim bizi iade konusunda mağdur etmediği için.  Bilgisayar çok yavaş kurulum yapamadık. tercihimize göre iade ettik başka mode,genel,pozitif
öncelikle satıcıya çok tesekkür ederim bizi iade konusunda mağdur etmediği için.  Bilgisayar çok yavaş kurulum yapamadık. tercihimize göre iade ettik başka mode,genel,negatif
Begenmedım ekran kalıtesını,ses_goruntu,negatif
Yorumumu tekrar güncelemek zorunda kaldım çünkü laptopun ses seviyesi hiç iyi değil video izliyorsun ses kısık şarkı dinliyorsun ses kısık,ses_goruntu,negatif
güzel  kyllanışlı,genel,pozitif
Altı ay oldu alalı üç ay sonra kendiliğinden kapandı garantiye yolladım bir hafta içinde geldi. şimdi tekrar kendiliğinden kapandı yolladım bir kaç arıza saydıl,genel,negatif
müthiş bu fiyata bu performans harika kendime aldım birde komşuma önerdim ona da aldık,fiyat,pozitif
müthiş bu fiyata bu performans harika kendime aldım birde komşuma önerdim ona da aldık,genel,pozitif
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,kargo,pozitif
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,genel,negatif
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,genel,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,kargo,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,ambalaj,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,fiyat,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,genel,pozitif
güzel beğendim İnşallah bi sorun olmaz,genel,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,fiyat,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,genel,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,batarya,pozitif
Süper değil ama güzel ben dizi izlemek için aldım işimi görüyor,genel,pozitif
hiç güzel değil,genel,negatif
"yorum yapmadan önce 5 gün kullandım. cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz. bu yüzden bir puan kırdım. genel o",genel,negatif
"yorum yapmadan önce 5 gün kullandım. cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz. bu yüzden bir puan kırdım. genel o",batarya,pozitif
Öğrenci işi güzel,genel,pozitif
aldım ama hâlâ doğru düzgün kullanmadım sanki yavaş çalışıyor açıkçası keşke mağazasından alsaydım diyorum kurulumunu yanlış yapmışta olabilirim,genel,negatif
fiyatına göre gayet iyi,fiyat,pozitif
fiyatına göre gayet iyi,genel,pozitif
Müzik ve fılıme bıre bır,genel,pozitif
güzel memnunuz kardesime aldik,genel,pozitif
"..,?!?,…,,???!!",genel,notr
Beğendim bayadır kullanıyorum iş görür. Bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım.,genel,pozitif
Beğendim bayadır kullanıyorum iş görür. Bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım.,genel,negatif
Beğendim bayadır kullanıyorum iş görür. Bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım.,ses_goruntu,negatif
Fiyata göre performansi iyi. Cederon yine düşünmeyin yeni nesil işlemci ve ssd hdd var. Bilgisayar ortama hızda. Casper marka iyi. Firma ürününün arkasında duru,fiyat,pozitif
Fiyata göre performansi iyi. Cederon yine düşünmeyin yeni nesil işlemci ve ssd hdd var. Bilgisayar ortama hızda. Casper marka iyi. Firma ürününün arkasında duru,genel,pozitif
iyi kullanışlı bir ürün,genel,pozitif
Fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,fiyat,notr
Fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,genel,negatif
Vasat ürün,genel,negatif
Merhaba sizden yeni aldığım Casper Nirvana bilgisayarın resmi web sitesinde şarj süresi 8-10 arasında belirtiliyor ancak maximum 4 saat sonunda şarjı bitiyor. N,batarya,negatif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,ses_goruntu,negatif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,ses_goruntu,pozitif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,genel,pozitif
Ürün güzel ve hızlı geldi teşekkür ediyorum,genel,pozitif
Ürün güzel ve hızlı geldi teşekkür ediyorum,kargo,pozitif
acil ihtiyacım olduğu için aldım genel olarak memnunum ince ve kibar bir tasarımı var kullanımı keyifli görsel olarak da hoş,genel,pozitif
Öğrenci indirimiyle aldım,fiyat,notr
idare eder,genel,notr
ürünüm elime ulaştı fakat şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz. şarj olmuyor.,kargo,pozitif
ürünüm elime ulaştı fakat şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz. şarj olmuyor.,batarya,negatif
Günlük kullanım için ideal,genel,pozitif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,ambalaj,pozitif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,kalite,pozitif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,genel,pozitif
beğendim beklediğim gibi geldi,genel,pozitif
Gayet güzel,genel,pozitif
Kargo aşırı hızlıydı ben ilçede oturuyorum siparişimin ertesi günü geldi.  Ben pek anlamam bilgisayar özelliklerinden baktığım zaman öyle hoş yani,kargo,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,genel,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,ambalaj,pozitif
Bir puanı ses kalitesinden kırdım sanki sesi çok az geliyor yüksek seste müzik dinlemek isteyenler için ekstra ses sistemi hopörlörü gerekecek tasarımı kullanım,ses_goruntu,negatif
resimdeki gibi henüz herhangi bir sıkıntı yaşamadım,genel,notr
memnun sağlam geldi teşekkürler herkese tavsiye ederim,genel,pozitif
memnun sağlam geldi teşekkürler herkese tavsiye ederim,kargo,pozitif
Oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,genel,pozitif
Oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,kargo,pozitif
çok güzel kızlarım beyendi,genel,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,kargo,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,genel,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,fiyat,notr
Aylar sonra yorumum. Win 11 de çok kasıyor. Win 8 de kullanıyorum. Daha akışkan oluyor. Celeron olduğu için kasmasını normal karşılıyorum. 1.1ghz hız veriyor. B,genel,notr
Aylar sonra yorumum. Win 11 de çok kasıyor. Win 8 de kullanıyorum. Daha akışkan oluyor. Celeron olduğu için kasmasını normal karşılıyorum. 1.1ghz hız veriyor. B,genel,negatif
Harika sorunsuz elime ulaştı teşekkürler,genel,pozitif
Harika sorunsuz elime ulaştı teşekkürler,kargo,pozitif
Harika walla,genel,pozitif
cok güzel tavsiye ederim,genel,pozitif
Gönül rahatlığıyla tercih edebilirsiniz. Üründen de memnunum paketlemesinden de. Teşekkürler 🙏🏻,genel,pozitif
Gönül rahatlığıyla tercih edebilirsiniz. Üründen de memnunum paketlemesinden de. Teşekkürler 🙏🏻,ambalaj,pozitif
Alıp alınabilecek en kötü bilgisayar diyebilirim ekran görüntüsü kötü ses iletimi kötü alır almaz daha açar açmaz kasmalar yaptı günlük çalışan birinin işine bi,genel,negatif
Alıp alınabilecek en kötü bilgisayar diyebilirim ekran görüntüsü kötü ses iletimi kötü alır almaz daha açar açmaz kasmalar yaptı günlük çalışan birinin işine bi,ses_goruntu,negatif
Sorunsuz geldi teşekkürler,kargo,pozitif
Fiyatına göre gayet başarılı bir ürün. ofis işleri için çok ideal.,fiyat,pozitif
Fiyatına göre gayet başarılı bir ürün. ofis işleri için çok ideal.,genel,pozitif
hayatımda gördüğüm en kötü bilgisayar şarjı çabuk bitiyor donuyor hiç Bir uygulamaya inmiyor,genel,negatif
hayatımda gördüğüm en kötü bilgisayar şarjı çabuk bitiyor donuyor hiç Bir uygulamaya inmiyor,batarya,negatif
merhaba ben umut bir şey diyicem tek şikayetim biraz geç geldi tabi kars uzak fakat bilgisayarımı çok sevdim casper a trendyola ve babama teşekkür ederim,kargo,negatif
merhaba ben umut bir şey diyicem tek şikayetim biraz geç geldi tabi kars uzak fakat bilgisayarımı çok sevdim casper a trendyola ve babama teşekkür ederim,genel,pozitif
merhaba aldığım ürünün garantisine nasıl ulaşabilirim,genel,notr
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,genel,pozitif
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,kalite,pozitif
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,fiyat,pozitif
sorunsuz tskler,genel,pozitif
Kargom geldi çok beğendik fiyat performans ürünü,kargo,pozitif
Kargom geldi çok beğendik fiyat performans ürünü,genel,pozitif
Kargom geldi çok beğendik fiyat performans ürünü,fiyat,notr
teşekkürler,genel,notr
bilgisayar güzel paketli geldi kullandığımda guncellerim,ambalaj,pozitif
bilgisayar güzel paketli geldi kullandığımda guncellerim,genel,notr
Çok iyi çok güzel,genel,pozitif
yazı yazıyosunuz 10 saniye sonra gözüküyor ekranda videolar donuyor iade edeceğim 5 yıldız üstte görünsün diye veriyorum,genel,negatif
Beğendim severek kullanıyorum,genel,pozitif
fiyat performans ürünü çok güzel iş için aldım,fiyat,notr
fiyat performans ürünü çok güzel iş için aldım,genel,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",kalite,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",ses_goruntu,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",genel,pozitif
ders ve çalışma için 10 numara,genel,pozitif
görüntü güzel ama arada kasıyor çok yüklenmeden arada kullanacağın bir ürün,ses_goruntu,pozitif
görüntü güzel ama arada kasıyor çok yüklenmeden arada kullanacağın bir ürün,genel,negatif
arada sırada kasıyor,genel,negatif
ben sunum için kullanıyorum işime yarıyor. büyüklüğü iyi,genel,pozitif
teşekkürler.  herşey yolunda 6 aydır kullanıyorum,genel,pozitif
oğlum için aldım çok güzel tavsiye ediyorum,genel,pozitif
Mükkemel bir şey alın,genel,pozitif
Gayet güzel ve ideal bir genişliği var bi sıkıntısı çıkmadı şuana kadar tavsiye ederim🥰,genel,pozitif
cihazı alalı 20 gün oldu gerçekten cihaz çok güzel kullanışlı teşekkür ederim,genel,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,kargo,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,ambalaj,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,genel,pozitif
çok beğendim fp ürünü,genel,pozitif
çok beğendim fp ürünü,fiyat,notr
ürünüm elime ulaştı gayet güzel ve kibar görseldeki gibi,kargo,pozitif
ürünüm elime ulaştı gayet güzel ve kibar görseldeki gibi,genel,pozitif
sağlam ve uygun fiyat teşekkürler,kalite,pozitif
sağlam ve uygun fiyat teşekkürler,fiyat,pozitif
ben çok beğendim ilk bilgisayarım alabilirsiniz,genel,pozitif
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,genel,pozitif
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,batarya,notr
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,fiyat,pozitif
Biraz yavaş ama fiyatına göre güzel,genel,negatif
Biraz yavaş ama fiyatına göre güzel,fiyat,notr
Biraz yavaş ama fiyatına göre güzel,genel,pozitif
ürün tam bir FP ürünü eğer öğrenciyseniz çok fazla oyun oynamayacaksanız işinizi görür kasma donma yapmıyor gayet hızlı bir şekilde çalışıyor 1 aya yakın kullan,fiyat,notr
ürün tam bir FP ürünü eğer öğrenciyseniz çok fazla oyun oynamayacaksanız işinizi görür kasma donma yapmıyor gayet hızlı bir şekilde çalışıyor 1 aya yakın kullan,genel,pozitif
ders çalismak için aldım gayet güzel çalışıyor memnunum,genel,pozitif
ürün güzel iyi çalışıyor bir sıkıntı yok paketleme güzeldi,genel,pozitif
ürün güzel iyi çalışıyor bir sıkıntı yok paketleme güzeldi,ambalaj,pozitif
Yeni aldığım laptopu birkaç haftadır aktif olarak kullanıyorum ve deneyimlerimi paylaşmak istedim.  Öncelikle tasarım açısından oldukça şık ve modern bir görünü,genel,notr
Yeni aldığım laptopu birkaç haftadır aktif olarak kullanıyorum ve deneyimlerimi paylaşmak istedim.  Öncelikle tasarım açısından oldukça şık ve modern bir görünü,genel,pozitif
Paketleme için teşekkür ediyorum.,ambalaj,pozitif
Harika.   Tavsiye ederim,genel,pozitif
çok iyi bir bilgisayar çok memnun kaldım  alın aldırın bence,genel,pozitif
Ürün en fazla dizi izlemek için kullanılır çok yavaş,genel,negatif
kız kardeşime aldım tez yazarken eski bilgisayarı kasıyordu bu bişgisayar hem güzel hem kullanışlı,genel,pozitif
kargo sorunsuz geldi sadece Microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,kargo,pozitif
kargo sorunsuz geldi sadece Microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,genel,negatif
çok güzel çok hızlı tavsiye ederim,genel,pozitif
gercekten kaliteli ders icin aldim gayet iyi ürün,kalite,pozitif
gercekten kaliteli ders icin aldim gayet iyi ürün,genel,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,fiyat,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,kalite,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,ses_goruntu,pozitif
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,ses_goruntu,pozitif
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,genel,pozitif
çok güzel  kargo hizli ve özenliydi teşekkürler,genel,pozitif
çok güzel  kargo hizli ve özenliydi teşekkürler,kargo,pozitif
çok güzel  kargo hizli ve özenliydi teşekkürler,ambalaj,pozitif
ürün çok güzel paketlenmesi de iyiydi teşekkürler,genel,pozitif
ürün çok güzel paketlenmesi de iyiydi teşekkürler,ambalaj,pozitif
Beklediğim gibi gelmedi bilgisayar yarım saat çalışıyor kendi kendine kapanıyor ısınma dahi yok satıcı ilgisiz oyun dahi oynamadım 9000 lira verdik az para deği,genel,negatif
Şimdilik bi sorunu yok,genel,pozitif
Tam bir fiyat performans ürünü. Oldukça hızlı,fiyat,notr
Tam bir fiyat performans ürünü. Oldukça hızlı,genel,pozitif
üründe sogutulacak bir havalandirma yok -  üründe ne hikmetse bütün fişler 1cm ara ile konmuş power fişi USB HDMI lari takmak çıkarmak sorun mm rik mesafede baş,genel,negatif
Kardeşime aldık gerçekten güzel bir ürün tam bir fiyat performans ürünü,genel,pozitif
Kardeşime aldık gerçekten güzel bir ürün tam bir fiyat performans ürünü,fiyat,notr
ÜRÜN TAM ANLAMIYLA MÜKEMMEL SORUNSUZ GELDİ. KEYIFLE ALABİLİRSİNİZ SIKINTI YOK,genel,pozitif
ÜRÜN TAM ANLAMIYLA MÜKEMMEL SORUNSUZ GELDİ. KEYIFLE ALABİLİRSİNİZ SIKINTI YOK,kargo,pozitif
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,fiyat,pozitif
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,genel,pozitif
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,batarya,notr
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,ambalaj,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,genel,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,ambalaj,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,fiyat,pozitif
